index	seqnames	start	end	value	delta	minmax
5613	chr1	224480000	224520000	-0.719795686050035	0.194883859343803	-1
5636	chr1	225400000	225440000	-1.69092335929713	0.87022630584303	-1
5653	chr1	226080000	226120000	-0.45009891191485	-0.154178111005664	-1
5658	chr1	226280000	226320000	-0.333876048073716	-0.00576882439651004	-1
5675	chr1	226960000	227000000	0.0532162652538973	-0.0222172233414133	-1
5687	chr1	227440000	227480000	-0.329177404324737	-0.0257667062605976	-1
5703	chr1	228080000	228120000	0.309264374193761	-0.0336065351311545	-1
5717	chr1	228640000	228680000	-1.1407637924755	0.903121365809828	-1
5740	chr1	229560000	229600000	-0.480857128122296	0.0445490428059582	-1
5763	chr1	230480000	230520000	0.0242696227451315	-0.0994936332221013	-1
5766	chr1	230600000	230640000	-0.0153186587533226	0.146687584764555	-1
5783	chr1	231280000	231320000	-0.087213630221513	0.028760262765151	-1
5793	chr1	231680000	231720000	-0.540821051990275	-0.00854963195502592	-1
5816	chr1	232600000	232640000	0.287428669402878	0.0581018352539505	-1
5833	chr1	233280000	233320000	-0.75315447801031	-0.133298858338067	-1
5859	chr1	234320000	234360000	-0.742941469873999	-0.18337041105266	-1
5879	chr1	235120000	235160000	-0.0282513476694481	-0.272884044684958	-1
5888	chr1	235480000	235520000	-0.257695819509184	0.155256634674979	-1
5901	chr1	236000000	236040000	-0.195871280674085	-0.107762184016588	-1
5916	chr1	236600000	236640000	0.211520935728771	0.0248374506135434	-1
5923	chr1	236880000	236920000	0.258365644052534	0.103130773874801	-1
5944	chr1	237720000	237760000	-0.561525829028563	0.0584039959158116	-1
5956	chr1	238200000	238240000	0.0499273421071934	-0.188121046603652	-1
5965	chr1	238560000	238600000	0.148550129755166	0.00245511471422174	-1
5975	chr1	238960000	239000000	-0.342010824206336	-0.16977960805968	-1
5999	chr1	239920000	239960000	-0.963686045390341	-0.384379214216595	-1
6019	chr1	240720000	240760000	-0.110954660610703	-0.095387683228792	-1
6038	chr1	241480000	241520000	-0.0630538016336398	-0.000263933209270401	-1
6049	chr1	241920000	241960000	-0.233186985797438	0.00375364196531203	-1
6078	chr1	243080000	243120000	-0.343691930956585	-0.0285094702763489	-1
6084	chr1	243320000	243360000	-0.313306234389104	0.0771309161679182	-1
6114	chr1	244520000	244560000	-0.132218408785889	0.196918332965996	-1
6128	chr1	245080000	245120000	-0.185057191323664	0.135349246980194	-1
6162	chr1	246440000	246480000	-0.189418107379545	-0.258073656990955	-1
6170	chr1	246760000	246800000	-0.246527460904442	0.132241093114378	-1
6185	chr1	247360000	247400000	-0.0850142587637737	-0.0265669224859549	-1
6242	chr2	680000	720000	-0.615414747127245	-0.144210599062489	-1
6270	chr2	1800000	1840000	-0.683249061648531	-0.419072926723275	-1
6308	chr2	3320000	3360000	-0.147686359799504	-0.116407211452421	-1
6317	chr2	3680000	3720000	-0.570700315869997	-0.179632198069547	-1
6344	chr2	4760000	4800000	-0.212200159671717	-0.0126597275648575	-1
6358	chr2	5320000	5360000	0.0581065628634428	0.0459095064999968	-1
6373	chr2	5920000	5960000	-0.0108243003285924	-0.0575694040633395	-1
6401	chr2	7040000	7080000	-0.445110063947944	0.115998587415102	-1
6410	chr2	7400000	7440000	-0.2911918724222	0.076711475776693	-1
6445	chr2	8800000	8840000	-0.69318971013035	0.341216450320119	-1
6460	chr2	9400000	9440000	0.397306622215924	-0.0297011114665521	-1
6469	chr2	9760000	9800000	0.658754444156524	-0.0153000528044122	-1
6476	chr2	10040000	10080000	0.510951812584022	-0.0144655907684117	-1
6493	chr2	10720000	10760000	-0.119877280079311	0.0514658993215975	-1
6503	chr2	11120000	11160000	0.350962525406015	0.0954105036210948	-1
6520	chr2	11800000	11840000	-0.598506585661599	0.290315210652943	-1
6535	chr2	12400000	12440000	0.536176485821071	0.0445104038080603	-1
6550	chr2	13000000	13040000	-1.51676912782309	-0.408910733720068	-1
6576	chr2	14040000	14080000	-0.136279345394407	0.0211364589280431	-1
6599	chr2	14960000	15000000	-0.561018808353178	-0.0157938045590194	-1
6614	chr2	15560000	15600000	-0.608760157013465	0.00349025815407711	-1
6638	chr2	16520000	16560000	-0.0578919202855206	-0.149215863497591	-1
6659	chr2	17360000	17400000	-0.367776185156028	-0.145374243092392	-1
6667	chr2	17680000	17720000	-0.308767282608888	0.0226318267943854	-1
6685	chr2	18400000	18440000	-0.679125870877905	-0.111256337491086	-1
6693	chr2	18720000	18760000	-0.319075253647172	0.0626035160209447	-1
6709	chr2	19360000	19400000	0.200355354195451	0.0113588412974207	-1
6721	chr2	19840000	19880000	-0.368072926344799	-0.287906411455911	-1
6733	chr2	20320000	20360000	-0.157442798405818	-0.114655403982868	-1
6741	chr2	20640000	20680000	-0.887141141638267	-0.191002609859434	-1
6750	chr2	21000000	21040000	-0.215849325121947	-0.00932777048866762	-1
6765	chr2	21600000	21640000	0.0543586069692278	0.00430556120483814	-1
6783	chr2	22320000	22360000	-0.195188674953182	0.0257755812604558	-1
6808	chr2	23320000	23360000	-0.463857746684423	0.154003235088543	-1
6819	chr2	23760000	23800000	-0.258953982381527	0.0434719921235919	-1
6829	chr2	24160000	24200000	-0.250036665825469	-0.0708827249727861	-1
6867	chr2	25680000	25720000	-0.287293022080521	0.0273375262047184	-1
6887	chr2	26480000	26520000	0.25538649788305	0.0894697564587161	-1
6893	chr2	26720000	26760000	0.48064986468548	-0.0203884721206095	-1
6901	chr2	27040000	27080000	0.523227413467026	0.159224217717326	-1
6917	chr2	27680000	27720000	-0.192925665831396	0.332020282784899	-1
6937	chr2	28480000	28520000	-0.236610730670538	-0.0456927837252386	-1
6948	chr2	28920000	28960000	-0.301829618633511	0.0358602948157458	-1
6955	chr2	29200000	29240000	-0.408571427021261	0.092019471393084	-1
6977	chr2	30080000	30120000	-0.490980660970066	-0.079826281984593	-1
6993	chr2	30720000	30760000	0.136259062811485	0.124253698791414	-1
7019	chr2	31760000	31800000	-0.426539482197655	-0.0725220067368443	-1
7040	chr2	32600000	32640000	-0.791885011705658	-0.153022155469043	-1
7065	chr2	33600000	33640000	-0.632285800769149	-0.0780104833929013	-1
7091	chr2	34640000	34680000	-0.442255403878923	-0.251526949023658	-1
7104	chr2	35160000	35200000	-0.301442649280579	0.0744987157389073	-1
7110	chr2	35400000	35440000	-0.470433463896929	-0.0457579960089747	-1
7119	chr2	35760000	35800000	-0.367035667380724	0.178695237141262	-1
7133	chr2	36320000	36360000	-0.162743786861242	-0.0703466464584529	-1
7144	chr2	36760000	36800000	-0.585398431773052	0.0126044526950153	-1
7154	chr2	37160000	37200000	-0.803041489383534	0.0105501414182213	-1
7172	chr2	37880000	37920000	-0.0760942168004897	-0.198921779016165	-1
7182	chr2	38280000	38320000	0.289587273011796	0.0250746868922743	-1
7188	chr2	38520000	38560000	0.14380698556732	-0.0588089133331623	-1
7194	chr2	38760000	38800000	-0.194221664028326	-0.287577029011186	-1
7206	chr2	39240000	39280000	-0.325470072633834	-0.190983540750552	-1
